guest_id,first_name,last_name,email,customer_type,origin_country,preferred_room_type,loyalty_member,registered_date,total_stays,average_rating
GUEST002309,Klaus,Weber,guest002309@email.com,Leisure,Italy,Deluxe,False,2023-02-15,1,5.0
GUEST002310,Lucia,Smith,guest002310@email.com,Leisure,Germany,Deluxe,False,2022-08-01,1,4.6
GUEST002311,Sophie,Garcia,guest002311@email.com,Couple,Netherlands,Deluxe,True,2023-04-08,1,3.9
GUEST002312,Sophie,Zhang,guest002312@email.com,Couple,Netherlands,Suite,True,2022-08-12,4,4.9
GUEST002313,Klaus,Zhang,guest002313@email.com,Business,Italy,Suite,True,2024-06-29,4,4.0
GUEST002314,Francesca,Weber,guest002314@email.com,Couple,USA,Penthouse,True,2022-06-10,1,3.7
GUEST002315,Yuki,Brown,guest002315@email.com,Solo Travel,Spain,Deluxe,False,2023-07-18,3,3.5
GUEST002316,Maria,Mueller,guest002316@email.com,Family,Belgium,Family,False,2024-02-09,1,3.6
GUEST002317,Maria,Brown,guest002317@email.com,Business,Spain,Penthouse,False,2023-04-01,14,3.8
GUEST002318,Marco,Schmidt,guest002318@email.com,Solo Travel,Spain,Penthouse,False,2022-08-24,1,4.1
GUEST002319,Lucia,Smith,guest002319@email.com,Leisure,Belgium,Penthouse,True,2023-04-22,4,5.0
GUEST002320,Marco,Weber,guest002320@email.com,Business,USA,Penthouse,False,2022-12-11,1,5.0
GUEST002321,Francesca,Rossi,guest002321@email.com,Leisure,USA,Deluxe,True,2023-04-24,2,4.8
GUEST002322,Francesca,Zhang,guest002322@email.com,Solo Travel,France,Family,False,2023-01-12,8,3.6
GUEST002323,Emma,Schmidt,guest002323@email.com,Solo Travel,UK,Suite,False,2022-10-07,3,4.0
GUEST002324,Francesca,Smith,guest002324@email.com,Business,Netherlands,Standard,False,2022-07-03,1,4.6
GUEST002325,Emma,Garcia,guest002325@email.com,Family,China,Suite,False,2022-09-29,8,3.9
GUEST002326,Maria,Schmidt,guest002326@email.com,Solo Travel,Germany,Family,False,2024-07-12,7,3.2
GUEST002327,Maria,Brown,guest002327@email.com,Leisure,Italy,Family,False,2024-05-12,5,4.8
GUEST002328,Marco,Martin,guest002328@email.com,Couple,UK,Penthouse,False,2023-07-14,3,4.2
GUEST002329,Maria,Brown,guest002329@email.com,Leisure,Greece,Family,False,2024-08-06,3,3.1
GUEST002330,Sophie,Johnson,guest002330@email.com,Family,Italy,Suite,False,2022-05-02,1,3.9
GUEST002331,Maria,Schmidt,guest002331@email.com,Solo Travel,Italy,Deluxe,False,2022-02-09,11,3.3
GUEST002332,Marco,Garcia,guest002332@email.com,Couple,China,Family,True,2022-12-08,1,4.4
GUEST002333,Sophie,Schmidt,guest002333@email.com,Business,Spain,Penthouse,False,2022-09-14,2,3.2
GUEST002334,Klaus,Brown,guest002334@email.com,Business,USA,Standard,False,2022-07-15,1,4.3
GUEST002335,Lucia,Mueller,guest002335@email.com,Leisure,Netherlands,Standard,False,2024-05-25,2,4.9
GUEST002336,Marco,Brown,guest002336@email.com,Leisure,France,Suite,False,2022-01-09,5,4.2
GUEST002337,Klaus,Brown,guest002337@email.com,Leisure,UK,Standard,False,2024-04-22,1,5.0
GUEST002338,Yuki,Zhang,guest002338@email.com,Couple,USA,Suite,False,2024-08-26,2,3.7
GUEST002339,Francesca,Weber,guest002339@email.com,Couple,UK,Deluxe,False,2024-02-15,7,5.0
GUEST002340,John,Rossi,guest002340@email.com,Business,Italy,Standard,False,2023-11-01,1,4.2
GUEST002341,Marco,Mueller,guest002341@email.com,Leisure,USA,Penthouse,True,2024-06-05,1,4.3
GUEST002342,Francesca,Garcia,guest002342@email.com,Leisure,Italy,Family,True,2022-08-21,3,4.3
GUEST002343,Sophie,Rossi,guest002343@email.com,Leisure,Italy,Standard,True,2022-08-28,6,4.1
GUEST002344,Marco,Weber,guest002344@email.com,Family,Greece,Standard,True,2024-03-15,3,4.2
GUEST002345,Marco,Rossi,guest002345@email.com,Leisure,Spain,Deluxe,False,2024-01-10,2,4.3
GUEST002346,Emma,Schmidt,guest002346@email.com,Leisure,Greece,Suite,True,2024-03-21,2,4.5
GUEST002347,Maria,Schmidt,guest002347@email.com,Leisure,Spain,Family,True,2024-05-16,1,4.6
GUEST002348,Sophie,Zhang,guest002348@email.com,Leisure,France,Penthouse,True,2024-02-28,1,4.5
GUEST002349,Francesca,Garcia,guest002349@email.com,Leisure,Italy,Deluxe,False,2023-03-26,2,4.3
GUEST002350,Emma,Martin,guest002350@email.com,Leisure,Belgium,Penthouse,False,2022-01-31,3,4.0
GUEST002351,Yuki,Mueller,guest002351@email.com,Leisure,Italy,Family,True,2023-08-15,9,3.7
GUEST002352,Ahmed,Brown,guest002352@email.com,Leisure,China,Penthouse,False,2024-08-23,3,4.1
GUEST002353,John,Rossi,guest002353@email.com,Leisure,UK,Deluxe,False,2024-04-09,6,4.9
GUEST002354,Yuki,Schmidt,guest002354@email.com,Leisure,Greece,Family,False,2022-08-19,1,3.9
GUEST002355,Francesca,Zhang,guest002355@email.com,Leisure,Netherlands,Penthouse,False,2023-12-04,1,5.0
GUEST002356,Francesca,Martin,guest002356@email.com,Leisure,China,Penthouse,True,2022-11-03,6,3.8
GUEST002357,Yuki,Weber,guest002357@email.com,Family,Germany,Family,False,2022-01-24,2,4.3
GUEST002358,Lucia,Smith,guest002358@email.com,Business,China,Suite,False,2024-08-02,2,4.5
GUEST002359,Ahmed,Mueller,guest002359@email.com,Family,Greece,Standard,True,2024-09-27,1,4.2
GUEST002360,Yuki,Weber,guest002360@email.com,Leisure,USA,Penthouse,False,2023-10-07,5,3.9
GUEST002361,Lucia,Weber,guest002361@email.com,Leisure,USA,Suite,False,2023-08-11,6,3.9
GUEST002362,Francesca,Zhang,guest002362@email.com,Couple,Spain,Standard,False,2022-07-29,2,3.7
GUEST002363,Francesca,Johnson,guest002363@email.com,Leisure,Greece,Standard,False,2023-07-02,4,3.6
GUEST002364,Francesca,Garcia,guest002364@email.com,Leisure,France,Family,False,2023-05-02,5,4.6
GUEST002365,Maria,Schmidt,guest002365@email.com,Leisure,UK,Standard,False,2023-08-07,5,4.1
GUEST002366,Emma,Brown,guest002366@email.com,Business,Spain,Suite,False,2022-04-06,4,4.2
GUEST002367,Ahmed,Johnson,guest002367@email.com,Solo Travel,Spain,Penthouse,True,2023-11-23,8,4.3
GUEST002368,Marco,Mueller,guest002368@email.com,Leisure,Netherlands,Family,False,2022-02-02,2,3.7
GUEST002369,Lucia,Rossi,guest002369@email.com,Family,UK,Suite,False,2022-01-28,3,4.0
GUEST002370,Ahmed,Garcia,guest002370@email.com,Leisure,Greece,Standard,False,2022-03-13,3,4.8
GUEST002371,Francesca,Brown,guest002371@email.com,Business,Greece,Deluxe,False,2022-07-30,4,3.7
GUEST002372,Sophie,Brown,guest002372@email.com,Leisure,France,Suite,False,2023-11-07,7,4.3
GUEST002373,Marco,Johnson,guest002373@email.com,Couple,USA,Suite,False,2023-04-11,2,3.9
GUEST002374,John,Schmidt,guest002374@email.com,Family,Germany,Standard,True,2023-06-15,1,4.4
GUEST002375,John,Mueller,guest002375@email.com,Leisure,USA,Penthouse,True,2022-12-01,5,4.6
GUEST002376,Francesca,Zhang,guest002376@email.com,Leisure,Greece,Standard,False,2022-06-10,3,4.7
GUEST002377,Maria,Mueller,guest002377@email.com,Business,Italy,Deluxe,False,2023-07-04,1,3.9
GUEST002378,Francesca,Rossi,guest002378@email.com,Leisure,Belgium,Family,True,2024-01-31,1,4.1
GUEST002379,Maria,Zhang,guest002379@email.com,Business,France,Suite,False,2024-09-05,2,4.5
GUEST002380,Sophie,Mueller,guest002380@email.com,Leisure,USA,Penthouse,True,2024-06-10,9,3.6
GUEST002381,Sophie,Brown,guest002381@email.com,Solo Travel,USA,Suite,False,2023-03-19,2,4.4
GUEST002382,Emma,Mueller,guest002382@email.com,Business,Germany,Family,False,2023-09-11,3,4.0
GUEST002383,Lucia,Brown,guest002383@email.com,Leisure,China,Deluxe,False,2023-08-25,2,4.4
GUEST002384,Sophie,Martin,guest002384@email.com,Leisure,USA,Deluxe,True,2024-01-04,2,4.1
GUEST002385,Emma,Brown,guest002385@email.com,Business,Netherlands,Suite,False,2022-07-26,3,3.9
GUEST002386,John,Mueller,guest002386@email.com,Family,UK,Standard,False,2023-04-02,1,3.8
GUEST002387,Maria,Zhang,guest002387@email.com,Solo Travel,Germany,Suite,False,2023-09-12,1,4.6
GUEST002388,Sophie,Martin,guest002388@email.com,Family,Greece,Standard,True,2022-12-03,4,3.9
GUEST002389,Lucia,Rossi,guest002389@email.com,Business,China,Deluxe,False,2023-04-17,1,5.0
GUEST002390,Emma,Weber,guest002390@email.com,Leisure,UK,Family,False,2022-02-10,2,4.8
GUEST002391,Maria,Brown,guest002391@email.com,Leisure,Italy,Penthouse,False,2023-10-24,4,4.8
GUEST002392,Emma,Schmidt,guest002392@email.com,Leisure,Germany,Suite,True,2023-12-19,1,3.8
GUEST002393,Klaus,Zhang,guest002393@email.com,Business,Germany,Standard,False,2023-09-20,1,4.3
GUEST002394,Ahmed,Zhang,guest002394@email.com,Leisure,Italy,Deluxe,False,2022-09-13,2,4.0
GUEST002395,Ahmed,Weber,guest002395@email.com,Leisure,Italy,Family,False,2024-01-21,1,4.3
GUEST002396,Francesca,Rossi,guest002396@email.com,Leisure,Greece,Deluxe,True,2023-01-29,1,3.3
GUEST002397,Ahmed,Weber,guest002397@email.com,Couple,Greece,Suite,False,2022-04-08,1,3.7
GUEST002398,Francesca,Smith,guest002398@email.com,Business,Belgium,Suite,False,2022-09-03,8,3.8
GUEST002399,Ahmed,Brown,guest002399@email.com,Business,China,Family,True,2024-06-22,2,3.9
GUEST002400,Marco,Brown,guest002400@email.com,Family,Italy,Penthouse,True,2023-11-14,3,4.0
GUEST002401,Maria,Garcia,guest002401@email.com,Business,France,Suite,False,2024-07-19,1,3.9
GUEST002402,Emma,Zhang,guest002402@email.com,Leisure,France,Deluxe,False,2024-02-20,7,4.5
GUEST002403,Marco,Johnson,guest002403@email.com,Solo Travel,Belgium,Deluxe,True,2023-01-13,1,4.0
GUEST002404,Maria,Johnson,guest002404@email.com,Couple,UK,Suite,False,2023-06-01,3,3.7
GUEST002405,Yuki,Zhang,guest002405@email.com,Leisure,Spain,Family,False,2023-04-07,10,4.9
GUEST002406,Ahmed,Brown,guest002406@email.com,Solo Travel,Italy,Penthouse,False,2022-08-01,1,4.0
GUEST002407,Marco,Smith,guest002407@email.com,Couple,France,Suite,False,2023-04-19,1,4.6
GUEST002408,John,Johnson,guest002408@email.com,Solo Travel,Germany,Standard,False,2023-10-17,1,4.8
GUEST002409,Emma,Zhang,guest002409@email.com,Leisure,France,Family,False,2022-12-18,9,3.8
GUEST002410,Francesca,Garcia,guest002410@email.com,Business,UK,Deluxe,False,2023-02-11,10,4.0
GUEST002411,John,Smith,guest002411@email.com,Solo Travel,Germany,Standard,False,2022-09-14,3,4.0
GUEST002412,Maria,Mueller,guest002412@email.com,Business,USA,Deluxe,False,2022-12-01,2,3.7
GUEST002413,Emma,Rossi,guest002413@email.com,Leisure,Greece,Deluxe,True,2023-04-18,5,4.0
GUEST002414,Maria,Johnson,guest002414@email.com,Solo Travel,Spain,Standard,False,2023-07-16,2,3.0
GUEST002415,Sophie,Rossi,guest002415@email.com,Couple,Netherlands,Family,False,2022-05-24,1,4.2
GUEST002416,Emma,Brown,guest002416@email.com,Couple,France,Standard,False,2024-05-11,7,4.4
GUEST002417,Ahmed,Mueller,guest002417@email.com,Business,France,Penthouse,False,2024-05-08,2,3.6
GUEST002418,John,Weber,guest002418@email.com,Leisure,UK,Suite,True,2022-04-13,2,3.6
GUEST002419,Ahmed,Brown,guest002419@email.com,Family,Belgium,Standard,False,2022-05-08,2,5.0
GUEST002420,Marco,Zhang,guest002420@email.com,Leisure,France,Suite,True,2022-06-22,3,4.1
GUEST002421,Maria,Smith,guest002421@email.com,Family,Belgium,Family,False,2023-11-25,3,5.0
GUEST002422,Klaus,Mueller,guest002422@email.com,Leisure,China,Standard,True,2023-03-28,1,4.6
GUEST002423,Yuki,Mueller,guest002423@email.com,Leisure,Italy,Deluxe,False,2022-08-10,1,4.0
GUEST002424,John,Martin,guest002424@email.com,Leisure,UK,Suite,False,2022-08-10,1,4.8
GUEST002425,Emma,Smith,guest002425@email.com,Leisure,Netherlands,Family,False,2024-05-06,12,3.5
GUEST002426,Marco,Johnson,guest002426@email.com,Family,Belgium,Family,False,2023-02-04,4,4.3
GUEST002427,Klaus,Rossi,guest002427@email.com,Leisure,Greece,Suite,True,2022-02-23,6,4.1
GUEST002428,Lucia,Smith,guest002428@email.com,Leisure,UK,Deluxe,False,2022-02-19,1,4.2
GUEST002429,Francesca,Garcia,guest002429@email.com,Couple,Belgium,Standard,False,2024-08-09,4,4.0
GUEST002430,Sophie,Schmidt,guest002430@email.com,Couple,Belgium,Standard,False,2024-07-19,4,4.5
GUEST002431,Sophie,Garcia,guest002431@email.com,Business,China,Penthouse,False,2022-04-04,3,3.8
GUEST002432,John,Zhang,guest002432@email.com,Leisure,France,Penthouse,True,2022-01-29,2,4.0
GUEST002433,John,Schmidt,guest002433@email.com,Couple,UK,Suite,False,2024-04-20,1,4.0
GUEST002434,Sophie,Johnson,guest002434@email.com,Solo Travel,Greece,Deluxe,False,2022-08-14,2,4.4
GUEST002435,Maria,Mueller,guest002435@email.com,Leisure,China,Standard,True,2024-01-12,3,4.0
GUEST002436,Ahmed,Smith,guest002436@email.com,Leisure,Netherlands,Deluxe,False,2023-03-02,5,4.1
GUEST002437,Marco,Johnson,guest002437@email.com,Family,Italy,Family,False,2024-04-15,1,4.3
GUEST002438,Yuki,Schmidt,guest002438@email.com,Solo Travel,Greece,Standard,False,2023-07-30,3,3.9
GUEST002439,Sophie,Weber,guest002439@email.com,Family,Belgium,Standard,False,2022-08-01,3,5.0
GUEST002440,Marco,Zhang,guest002440@email.com,Leisure,China,Family,False,2024-08-19,1,4.1
GUEST002441,Francesca,Johnson,guest002441@email.com,Leisure,UK,Deluxe,True,2022-08-26,1,4.2
GUEST002442,Sophie,Johnson,guest002442@email.com,Leisure,Greece,Deluxe,False,2023-01-01,1,4.3
GUEST002443,Yuki,Mueller,guest002443@email.com,Family,France,Family,True,2022-01-16,6,3.5
GUEST002444,Francesca,Schmidt,guest002444@email.com,Couple,Netherlands,Deluxe,False,2022-01-13,8,3.7
GUEST002445,Francesca,Garcia,guest002445@email.com,Couple,USA,Deluxe,True,2023-04-15,4,3.5
GUEST002446,Sophie,Johnson,guest002446@email.com,Couple,China,Family,False,2023-11-05,4,4.3
GUEST002447,Klaus,Weber,guest002447@email.com,Leisure,Spain,Standard,False,2023-01-13,1,3.9
GUEST002448,John,Johnson,guest002448@email.com,Leisure,Spain,Suite,False,2024-06-25,4,3.7
GUEST002449,Sophie,Zhang,guest002449@email.com,Leisure,France,Family,False,2022-11-05,2,3.9
GUEST002450,Lucia,Rossi,guest002450@email.com,Family,Greece,Standard,True,2022-04-15,3,3.7
GUEST002451,Marco,Weber,guest002451@email.com,Couple,Greece,Penthouse,False,2022-06-25,1,4.9
GUEST002452,Klaus,Johnson,guest002452@email.com,Couple,Spain,Standard,False,2023-09-07,4,4.3
GUEST002453,Yuki,Zhang,guest002453@email.com,Business,Greece,Family,True,2023-11-26,2,5.0
GUEST002454,Ahmed,Schmidt,guest002454@email.com,Business,Spain,Suite,True,2022-06-29,8,3.8
GUEST002455,Yuki,Rossi,guest002455@email.com,Couple,USA,Family,False,2022-03-11,1,3.5
GUEST002456,Yuki,Smith,guest002456@email.com,Business,France,Penthouse,False,2023-09-16,3,4.1
GUEST002457,Lucia,Rossi,guest002457@email.com,Leisure,Spain,Penthouse,False,2023-01-27,3,3.6
GUEST002458,Marco,Garcia,guest002458@email.com,Solo Travel,China,Deluxe,True,2023-05-31,1,4.9
GUEST002459,Lucia,Smith,guest002459@email.com,Leisure,Greece,Suite,False,2022-08-27,2,4.1
GUEST002460,John,Weber,guest002460@email.com,Leisure,Italy,Family,True,2024-02-17,2,5.0
GUEST002461,Maria,Brown,guest002461@email.com,Leisure,Italy,Standard,True,2022-08-31,1,3.2
GUEST002462,Francesca,Garcia,guest002462@email.com,Business,China,Penthouse,False,2023-09-27,4,4.3
GUEST002463,Maria,Smith,guest002463@email.com,Solo Travel,Spain,Suite,False,2022-05-21,5,3.5
GUEST002464,Yuki,Rossi,guest002464@email.com,Leisure,China,Family,False,2022-10-31,2,4.0
GUEST002465,Sophie,Mueller,guest002465@email.com,Business,Netherlands,Family,False,2023-01-20,3,4.7
GUEST002466,Sophie,Smith,guest002466@email.com,Business,Belgium,Standard,False,2022-09-01,4,4.8
GUEST002467,Lucia,Rossi,guest002467@email.com,Leisure,UK,Deluxe,True,2024-01-27,1,4.2
GUEST002468,Yuki,Mueller,guest002468@email.com,Family,Germany,Penthouse,False,2022-10-12,3,3.9
GUEST002469,Yuki,Smith,guest002469@email.com,Leisure,Spain,Standard,True,2023-06-18,2,4.0
GUEST002470,Francesca,Brown,guest002470@email.com,Leisure,USA,Deluxe,False,2024-02-08,3,4.6
GUEST002471,John,Garcia,guest002471@email.com,Leisure,Netherlands,Deluxe,False,2024-05-17,6,5.0
GUEST002472,Yuki,Schmidt,guest002472@email.com,Leisure,UK,Family,False,2022-09-06,2,4.1
GUEST002473,Sophie,Martin,guest002473@email.com,Couple,China,Penthouse,False,2022-02-25,1,4.0
GUEST002474,Sophie,Garcia,guest002474@email.com,Family,UK,Deluxe,False,2023-09-15,7,4.5
GUEST002475,Francesca,Martin,guest002475@email.com,Business,France,Standard,True,2022-11-26,2,5.0
GUEST002476,Ahmed,Rossi,guest002476@email.com,Family,China,Suite,True,2023-10-07,2,4.8
GUEST002477,John,Johnson,guest002477@email.com,Business,Greece,Suite,False,2024-06-09,1,4.3
GUEST002478,Emma,Johnson,guest002478@email.com,Business,Spain,Penthouse,True,2024-09-03,3,4.2
GUEST002479,Sophie,Smith,guest002479@email.com,Family,Belgium,Family,False,2023-10-12,3,4.2
GUEST002480,Ahmed,Garcia,guest002480@email.com,Business,UK,Family,False,2022-05-09,1,4.0
GUEST002481,Maria,Mueller,guest002481@email.com,Couple,Belgium,Penthouse,False,2023-08-30,2,4.6
GUEST002482,Marco,Garcia,guest002482@email.com,Leisure,UK,Suite,True,2022-08-30,5,4.3
GUEST002483,Marco,Johnson,guest002483@email.com,Couple,UK,Standard,False,2023-03-13,3,3.8
GUEST002484,Emma,Brown,guest002484@email.com,Family,Netherlands,Suite,False,2022-06-18,3,4.6
GUEST002485,Sophie,Garcia,guest002485@email.com,Business,China,Standard,False,2023-03-11,4,4.6
GUEST002486,Ahmed,Weber,guest002486@email.com,Business,China,Suite,True,2022-09-12,2,4.2
GUEST002487,Klaus,Brown,guest002487@email.com,Solo Travel,France,Standard,True,2023-08-14,5,4.4
GUEST002488,Emma,Garcia,guest002488@email.com,Business,Greece,Deluxe,True,2022-10-06,9,5.0
GUEST002489,Emma,Johnson,guest002489@email.com,Family,UK,Standard,False,2024-08-31,3,4.0
GUEST002490,Yuki,Zhang,guest002490@email.com,Couple,UK,Family,False,2023-01-22,5,4.5
GUEST002491,Ahmed,Rossi,guest002491@email.com,Solo Travel,Netherlands,Standard,False,2023-03-28,3,4.1
GUEST002492,Francesca,Martin,guest002492@email.com,Business,France,Penthouse,True,2023-09-17,6,4.4
GUEST002493,Francesca,Mueller,guest002493@email.com,Leisure,Spain,Standard,False,2024-04-19,6,3.7
GUEST002494,Emma,Smith,guest002494@email.com,Solo Travel,UK,Family,False,2024-02-20,1,3.4
GUEST002495,Francesca,Zhang,guest002495@email.com,Business,Italy,Standard,True,2024-05-24,3,4.4
GUEST002496,Maria,Brown,guest002496@email.com,Family,USA,Family,True,2023-09-02,5,3.6
GUEST002497,Marco,Mueller,guest002497@email.com,Business,Belgium,Standard,True,2023-07-21,1,4.5
GUEST002498,Ahmed,Brown,guest002498@email.com,Leisure,Germany,Deluxe,False,2023-01-25,2,4.2
GUEST002499,Emma,Brown,guest002499@email.com,Family,Belgium,Suite,False,2023-04-10,2,3.5
GUEST002500,Klaus,Zhang,guest002500@email.com,Couple,UK,Suite,False,2023-07-30,4,4.1
GUEST002501,Lucia,Rossi,guest002501@email.com,Business,France,Penthouse,False,2022-03-15,6,4.5
GUEST002502,Yuki,Mueller,guest002502@email.com,Business,Italy,Family,False,2024-01-03,1,3.8
GUEST002503,Emma,Garcia,guest002503@email.com,Leisure,Spain,Family,False,2022-06-08,2,4.6
GUEST002504,Sophie,Smith,guest002504@email.com,Family,Germany,Standard,True,2022-01-14,1,4.3
GUEST002505,Marco,Schmidt,guest002505@email.com,Business,Germany,Family,False,2023-05-19,1,3.7
GUEST002506,Francesca,Zhang,guest002506@email.com,Leisure,Italy,Penthouse,True,2024-08-20,6,3.7
GUEST002507,Francesca,Schmidt,guest002507@email.com,Leisure,USA,Penthouse,False,2023-01-29,4,4.1
GUEST002508,Emma,Brown,guest002508@email.com,Couple,UK,Family,True,2023-10-19,2,3.1
GUEST002509,Lucia,Johnson,guest002509@email.com,Family,Italy,Standard,False,2023-02-23,4,3.9
GUEST002510,John,Johnson,guest002510@email.com,Leisure,Greece,Deluxe,False,2023-01-30,1,4.4
GUEST002511,Lucia,Mueller,guest002511@email.com,Leisure,Germany,Suite,True,2022-07-18,2,4.1
GUEST002512,Francesca,Brown,guest002512@email.com,Leisure,Spain,Standard,False,2024-02-29,1,4.5
GUEST002513,Yuki,Martin,guest002513@email.com,Couple,Italy,Penthouse,False,2023-12-28,2,4.1
GUEST002514,Emma,Schmidt,guest002514@email.com,Family,China,Deluxe,False,2023-12-15,2,4.2
GUEST002515,John,Zhang,guest002515@email.com,Family,Spain,Standard,False,2024-08-06,7,4.0
GUEST002516,Francesca,Garcia,guest002516@email.com,Leisure,France,Penthouse,False,2022-09-06,3,4.8
GUEST002517,Emma,Smith,guest002517@email.com,Leisure,Greece,Penthouse,False,2024-08-01,3,4.0
GUEST002518,Yuki,Smith,guest002518@email.com,Family,USA,Deluxe,False,2023-12-16,7,5.0
GUEST002519,Ahmed,Brown,guest002519@email.com,Business,Belgium,Suite,False,2023-09-12,1,3.8
GUEST002520,Emma,Mueller,guest002520@email.com,Business,Greece,Deluxe,True,2022-09-18,1,3.8
GUEST002521,Sophie,Weber,guest002521@email.com,Solo Travel,Italy,Family,True,2023-08-16,2,3.3
GUEST002522,Ahmed,Smith,guest002522@email.com,Business,Italy,Penthouse,False,2022-04-30,3,4.6
GUEST002523,Maria,Zhang,guest002523@email.com,Business,UK,Family,False,2023-02-12,3,3.7
GUEST002524,Lucia,Johnson,guest002524@email.com,Solo Travel,UK,Standard,False,2023-06-15,1,3.7
GUEST002525,Sophie,Zhang,guest002525@email.com,Leisure,Netherlands,Deluxe,True,2022-06-19,2,4.2
GUEST002526,Francesca,Brown,guest002526@email.com,Business,Belgium,Deluxe,False,2023-12-10,2,4.0
GUEST002527,Klaus,Martin,guest002527@email.com,Leisure,UK,Deluxe,True,2024-09-17,1,4.0
GUEST002528,Marco,Zhang,guest002528@email.com,Business,UK,Deluxe,True,2023-08-24,1,3.8
GUEST002529,Klaus,Zhang,guest002529@email.com,Business,Belgium,Deluxe,False,2024-02-10,2,3.9
GUEST002530,Maria,Johnson,guest002530@email.com,Leisure,Italy,Standard,False,2023-10-14,2,3.9
GUEST002531,Lucia,Schmidt,guest002531@email.com,Family,Germany,Family,False,2024-04-13,1,4.6
GUEST002532,Ahmed,Brown,guest002532@email.com,Leisure,USA,Family,True,2024-02-06,3,4.1
GUEST002533,Sophie,Zhang,guest002533@email.com,Couple,Greece,Penthouse,True,2023-12-17,10,4.4
GUEST002534,Klaus,Smith,guest002534@email.com,Leisure,Italy,Penthouse,False,2022-06-22,3,5.0
GUEST002535,Emma,Smith,guest002535@email.com,Family,USA,Deluxe,False,2022-04-10,9,4.3
GUEST002536,Maria,Zhang,guest002536@email.com,Leisure,Belgium,Penthouse,False,2023-06-22,11,3.8
GUEST002537,Francesca,Brown,guest002537@email.com,Solo Travel,France,Deluxe,True,2024-01-21,12,4.1
GUEST002538,Francesca,Mueller,guest002538@email.com,Business,China,Deluxe,False,2022-06-30,1,3.4
GUEST002539,Yuki,Mueller,guest002539@email.com,Leisure,Netherlands,Penthouse,False,2023-12-22,2,4.5
GUEST002540,Ahmed,Garcia,guest002540@email.com,Family,China,Deluxe,False,2023-05-14,1,3.9
GUEST002541,Ahmed,Martin,guest002541@email.com,Leisure,Belgium,Suite,False,2024-08-29,4,3.8
GUEST002542,Maria,Rossi,guest002542@email.com,Couple,China,Deluxe,True,2023-08-04,7,4.6
GUEST002543,Sophie,Mueller,guest002543@email.com,Leisure,Greece,Deluxe,False,2022-07-25,5,3.3
GUEST002544,John,Mueller,guest002544@email.com,Business,Belgium,Penthouse,True,2024-04-08,6,4.9
GUEST002545,Sophie,Brown,guest002545@email.com,Leisure,Spain,Suite,False,2024-07-12,1,3.9
GUEST002546,Francesca,Rossi,guest002546@email.com,Solo Travel,Spain,Standard,False,2023-10-04,1,4.8
GUEST002547,Lucia,Johnson,guest002547@email.com,Business,Netherlands,Deluxe,True,2024-06-08,2,4.1
GUEST002548,Ahmed,Johnson,guest002548@email.com,Family,UK,Deluxe,True,2022-10-28,1,4.2
GUEST002549,Maria,Zhang,guest002549@email.com,Business,UK,Family,False,2022-05-08,7,4.1
GUEST002550,Klaus,Johnson,guest002550@email.com,Leisure,China,Standard,False,2022-12-17,1,4.3
GUEST002551,John,Weber,guest002551@email.com,Leisure,Netherlands,Suite,True,2022-08-29,15,4.5
GUEST002552,Emma,Rossi,guest002552@email.com,Leisure,China,Penthouse,False,2023-11-20,10,4.4
GUEST002553,Maria,Smith,guest002553@email.com,Couple,Spain,Suite,False,2022-03-04,4,3.3
GUEST002554,Klaus,Smith,guest002554@email.com,Business,UK,Family,False,2023-11-13,1,4.0
GUEST002555,Lucia,Smith,guest002555@email.com,Leisure,Greece,Penthouse,False,2022-04-10,2,4.4
GUEST002556,Sophie,Martin,guest002556@email.com,Family,UK,Family,False,2024-03-21,1,4.5
GUEST002557,John,Zhang,guest002557@email.com,Family,France,Standard,False,2023-09-10,2,4.2
GUEST002558,Marco,Brown,guest002558@email.com,Leisure,Belgium,Standard,True,2024-08-12,8,4.3
GUEST002559,Emma,Rossi,guest002559@email.com,Business,France,Family,False,2024-02-15,4,4.0
GUEST002560,Yuki,Weber,guest002560@email.com,Family,Greece,Penthouse,True,2023-03-16,1,4.0
GUEST002561,Yuki,Schmidt,guest002561@email.com,Leisure,Netherlands,Deluxe,False,2023-11-30,1,3.5
GUEST002562,Yuki,Schmidt,guest002562@email.com,Couple,Netherlands,Deluxe,False,2024-04-16,4,4.1
GUEST002563,Sophie,Schmidt,guest002563@email.com,Leisure,China,Deluxe,False,2023-11-13,3,3.3
GUEST002564,Francesca,Zhang,guest002564@email.com,Leisure,UK,Penthouse,True,2023-09-18,1,4.5
GUEST002565,John,Schmidt,guest002565@email.com,Business,France,Family,False,2024-06-13,1,3.6
GUEST002566,Yuki,Johnson,guest002566@email.com,Leisure,Netherlands,Penthouse,False,2022-01-04,1,4.5
GUEST002567,Emma,Zhang,guest002567@email.com,Business,Belgium,Family,True,2024-01-13,3,5.0
GUEST002568,Ahmed,Smith,guest002568@email.com,Business,China,Suite,False,2023-09-09,2,3.4
GUEST002569,Maria,Martin,guest002569@email.com,Leisure,Belgium,Family,False,2022-10-14,2,4.3
GUEST002570,Sophie,Schmidt,guest002570@email.com,Family,Belgium,Penthouse,False,2023-04-08,4,4.5
GUEST002571,Lucia,Rossi,guest002571@email.com,Solo Travel,Greece,Penthouse,False,2023-06-12,1,4.7
